accuracy;loss;val_accuracy;val_loss
0.6321642398834229;0.6586397290229797;0.7098976373672485;0.6466754078865051
0.639863133430481;0.6514540314674377;0.7133105993270874;0.6447085738182068
0.6509837508201599;0.6523670554161072;0.7201365232467651;0.6427469253540039
0.639863133430481;0.6531959772109985;0.7303754091262817;0.6408763527870178
0.6578271985054016;0.650409996509552;0.7337883710861206;0.6390084028244019
0.6467065811157227;0.6537070274353027;0.7372013926506042;0.6371234655380249
0.652694582939148;0.6458554267883301;0.744027316570282;0.6352182030677795
0.6663815379142761;0.6413258910179138;0.7508532404899597;0.6334349513053894
0.6629598140716553;0.644615650177002;0.7542662024497986;0.6316463351249695
0.6706587076187134;0.6475117802619934;0.7610921263694763;0.6297694444656372
0.660393476486206;0.6392022371292114;0.7610921263694763;0.6278862357139587
0.6937553286552429;0.636876106262207;0.7713310718536377;0.6260782480239868
0.6860564351081848;0.6387236714363098;0.7781569957733154;0.6242326498031616
0.6860564351081848;0.6392240524291992;0.7815699577331543;0.6223897337913513
0.7236954569816589;0.6237460970878601;0.788395881652832;0.6205068826675415
0.6834901571273804;0.6317412853240967;0.7918089032173157;0.6186391115188599
0.7108640074729919;0.6241554021835327;0.7952218651771545;0.6167402267456055
0.7031651139259338;0.624467670917511;0.7952218651771545;0.6148943305015564
0.7057313919067383;0.6253937482833862;0.8020477890968323;0.6130539774894714
0.7245509028434753;0.6187012791633606;0.8054607510566711;0.6112214922904968
0.7373823523521423;0.6195386648178101;0.8122866749763489;0.6093239188194275
0.7074422836303711;0.6254390478134155;0.8122866749763489;0.6074845790863037
0.7450812458992004;0.6216415166854858;0.8156996369361877;0.6057524681091309
0.7271171808242798;0.617861270904541;0.8191125988960266;0.6039340496063232
0.7219846248626709;0.6196695566177368;0.8225256204605103;0.6021120548248291
0.7279726266860962;0.6133891940116882;0.829351544380188;0.6002758741378784
0.7339606285095215;0.6126134395599365;0.8395904302597046;0.5984197854995728
0.7365269660949707;0.6180284023284912;0.8395904302597046;0.5966757535934448
0.7493584156036377;0.6123119592666626;0.8395904302597046;0.5948787331581116
0.7613344788551331;0.6092632412910461;0.8464163541793823;0.5930860638618469
0.7596235871315002;0.6069055795669556;0.8430033922195435;0.5913084149360657
0.7467921376228333;0.600435733795166;0.8430033922195435;0.589469850063324
0.7348160743713379;0.6073838472366333;0.8395904302597046;0.5876796245574951
0.7493584156036377;0.6084583401679993;0.8464163541793823;0.5858849287033081
0.7681779265403748;0.6036487817764282;0.8464163541793823;0.5840952396392822
0.7604790329933167;0.6009052395820618;0.8532423377037048;0.5823386907577515
0.7869974374771118;0.5948096513748169;0.8532423377037048;0.5805606245994568
0.7844311594963074;0.5930156707763672;0.8600682616233826;0.5787253975868225
0.7775876522064209;0.5960485935211182;0.8600682616233826;0.5769099593162537
0.7827202677726746;0.5815785527229309;0.8600682616233826;0.5750879645347595
0.7733105421066284;0.5888738632202148;0.8634812235832214;0.5732454061508179
0.7938408851623535;0.5831741690635681;0.8668941855430603;0.5714191794395447
0.7810094356536865;0.5901587605476379;0.8668941855430603;0.5695993304252625
0.7895637154579163;0.5847939252853394;0.8668941855430603;0.5678226351737976
0.7921300530433655;0.5856112837791443;0.8668941855430603;0.566088080406189
0.783575713634491;0.5891181826591492;0.8668941855430603;0.5643347501754761
0.7792985439300537;0.5888177156448364;0.8668941855430603;0.5626086592674255
0.7861419916152954;0.5849680304527283;0.8668941855430603;0.5608735680580139
0.7989735007286072;0.5747778415679932;0.8668941855430603;0.5591416358947754
0.7989735007286072;0.573902428150177;0.8668941855430603;0.5572998523712158
0.802395224571228;0.5738938450813293;0.8634812235832214;0.5555046796798706
0.8049615025520325;0.5762587785720825;0.8634812235832214;0.5537034273147583
0.7972626090049744;0.5757332444190979;0.8668941855430603;0.5519147515296936
0.8160821199417114;0.5741696953773499;0.8668941855430603;0.5501713156700134
0.813515841960907;0.5672109723091125;0.8703071475028992;0.5484018921852112
0.7921300530433655;0.565780758857727;0.8703071475028992;0.5466760396957397
0.7895637154579163;0.5614821910858154;0.873720109462738;0.5449315309524536
0.8049615025520325;0.5642321705818176;0.8771331310272217;0.5432149767875671
0.8015397787094116;0.5639662146568298;0.8771331310272217;0.5414305329322815
0.8160821199417114;0.5597589612007141;0.8771331310272217;0.5397012233734131
0.8032506704330444;0.5585567355155945;0.8771331310272217;0.5379717350006104
0.8229255676269531;0.5556312203407288;0.8771331310272217;0.5362488627433777
0.7998288869857788;0.5616300702095032;0.8771331310272217;0.5345671772956848
0.8015397787094116;0.5591190457344055;0.8771331310272217;0.5328854918479919
0.8041060566902161;0.5639694929122925;0.873720109462738;0.5312290191650391
0.8118049502372742;0.5581226944923401;0.873720109462738;0.52951979637146
0.8254918456077576;0.5425702929496765;0.873720109462738;0.5277449488639832
0.8203592896461487;0.5533154606819153;0.873720109462738;0.5260230898857117
0.8177930116653442;0.547946035861969;0.873720109462738;0.5243664383888245
0.8212147355079651;0.5511030554771423;0.873720109462738;0.5226510763168335
0.8032506704330444;0.5512540936470032;0.873720109462738;0.5209866166114807
0.8066723942756653;0.5484211444854736;0.873720109462738;0.5193660855293274
0.8220701217651367;0.5449304580688477;0.873720109462738;0.5177351832389832
0.8075277805328369;0.5480660200119019;0.873720109462738;0.5160722732543945
0.8297690153121948;0.5377980470657349;0.873720109462738;0.514389157295227
0.8126603960990906;0.5449105501174927;0.873720109462738;0.5127959847450256
0.8229255676269531;0.5420429110527039;0.873720109462738;0.5111852884292603
0.826347291469574;0.5427451729774475;0.873720109462738;0.5095406174659729
0.8297690153121948;0.5402296781539917;0.873720109462738;0.5078977942466736
0.8357570767402649;0.532996654510498;0.873720109462738;0.5062651634216309
0.8032506704330444;0.5453594326972961;0.873720109462738;0.504695475101471
0.826347291469574;0.5343838334083557;0.8771331310272217;0.5031010508537292
0.8220701217651367;0.5380579829216003;0.8771331310272217;0.501519501209259
0.8203592896461487;0.5295314192771912;0.8771331310272217;0.4999427795410156
0.8177930116653442;0.5277615189552307;0.8771331310272217;0.498382568359375
0.8126603960990906;0.5299215912818909;0.8771331310272217;0.49678805470466614
0.8246364593505859;0.530907392501831;0.8771331310272217;0.49524205923080444
